Brand ID,Brand name,Tracking URL,GEO,Currency
123477,"luvamia","https://app.partnerboost.com/track/46f61vTlAzDqzApElrg6xBi_aFLnjGn3MrmVKTppRgqJPrzvJXV06OjKn3_bvwbna_bAi8q_bQtB5YrN1og_c?url=https%3A%2F%2Fwww.amazon.com%2Fstores%2Fluvamia%2Fpage%2FFE6BE88C-2DA1-4A23-ACAE-C47C7CF38FB2%3Fref_%3Dast_bln%26store_ref%3Dbl_ast_dp_brandLogo_sto","CN","USD"
117939,"meiyistation","https://app.partnerboost.com/track/f967mDQZRauWMNYDg_bkFmVzKWuTg_aAsVXGDIAA9SuxTLhAyhOswoB8PZl0xifFO_avT_aG9qnuWcpmMDG1EHZoyw_c_c?url=https%3A%2F%2Fwww.amazon.com%2Fstores%2FMeiyistation%2Fpage%2F367D25AB-0112-4EE7-B523-9D9523537823%3Fref_%3Dast_bln","CN","USD"
113982,"Mishansha","https://app.partnerboost.com/track/301a0m_amNAq6msnCW9UMG3GgVbCnE_bcL1HOJ1e6tL7BV3_a0fdvRZwIgyG0NfjjWzfWYjqICsgP_bwKFAzLw_c_c?url=https%3A%2F%2Fwww.amazon.com%2Fstores%2FMishansha%2Fpage%2FEAC5F323-4158-4BEF-AEC3-702C690EA85B%3Fref_%3Dast_bln%26store_ref%3Dbl_ast_dp_brandLogo_sto","CN","USD"
90398,"MOMIRA","https://app.partnerboost.com/track/2a68qoIm_b_bTGCkLBuyCzp76Ireip5Ve_bFTOfS_adpN1jNuHuwVGNGwk4BUwTRfz2om9mkSINmlFKj3g_c_c?url=https%3A%2F%2Fwww.amazon.com%2Fstores%2FMOMIRA%2Fpage%2F402866F3-CBD1-48FD-82CB-B51E57658612%3Fref_%3Dast_bln","CN","USD"
98829,"SmartDevil-ES","https://app.partnerboost.com/track/12c6b3bjIyrV_bbtpt4ebzifFbQ5dqI5OybE0AMpE4ggm_bV8ptCvrF3gxJeO152B5a61kErOInQ_c_c?url=https%3A%2F%2Fwww.amazon.es%2Fsmartdevil","CN","CNY"
97222,"Mupretty","https://app.partnerboost.com/track/a59dRN3JquxOzxoKtHsSUk1ntb5rLSgj2Dyb7L35bV2j2i_aWDeFAe1bXArZR8I65KfoCO65ZNC3Mf_a0X?url=https%3A%2F%2Fwww.amazon.com%2Fstores%2Fpage%2FE0E9F69B-955F-4FD2-AA9C-ACDF52C2C13B","CN","USD"
123434,"Narvokey","https://app.partnerboost.com/track/2246FvUwWN9KZ_bxdwA27PQEbJ0D9p2Dc2qxvulMxMm9CJoV8dLzjKYJnjMVGd9Z3JX67c4TLyAUN5KJM?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fme%3DA3SQIZ4P0QU9BD%26marketplaceID%3DATVPDKIKX0DER","CN","USD"
97232,"LIQQY UK","https://app.partnerboost.com/track/2fe6ye5aautInzc1zutq1o_a39b1RRByrRQWtidUyk4QOzve2SDza5WIBgKO5EEIJ_bQs_bmH1xYQ_c_c?url=https%3A%2F%2Fwww.amazon.co.uk%2Fstores%2Fpage%2F2476F9B4-9AFE-4716-98B8-8F82BBF74F51","CN","GBP"
126646,"EIGSHOW ES","https://app.partnerboost.com/track/9bd8aXBlHdwbnDv7cAbIf86uOXXGZsA3WStH_bYCcXs80qpkCXv44KDCPVJuqnvb9F5GuGPeh3g_c_c?url=https%3A%2F%2Fwww.amazon.es%2Fstores%2FEigshowBeauty%2Fpage%2FB83EE7BA-2FDA-450F-8079-795BA9322937%3Fref_%3Dast_bln","CN","EUR"
94249,"Orthomen","https://app.partnerboost.com/track/248e460gFBG2mt_bACMpZ1PcKWHNrkp2TGRPDeuRM5Aa09yYRG3djhgyhzoZY1_avcqZ_bDGnVbPd0OBuNS?url=https%3A%2F%2Fwww.amazon.com%2Fstores%2FOrthomen%2Fpage%2FFEDCEBEB-6BAF-4F00-B0A5-91BFE03D3621%3Fref_%3Dast_bln","CN","USD"
126587,"PAODIKUAI","https://app.partnerboost.com/track/2d61cFpFKsUCcUbdKvKedv4ZgTayh_b_b_ahI_bFHkfx8c3RcYiIse_bEHjK9CZdeDS5zE2t5sn9u7mHTb_bPg6w_c_c?url=https%3A%2F%2Fwww.amazon.com%2Fstores%2FPAODIKUAI%2Fpage%2FCEDC9112-5338-4CCC-948C-1884CEE21B5E%3Fref_%3Dast_bln%26store_ref%3Dbl_ast_dp_brandLogo_sto","CN","USD"
122067,"paybay","https://app.partnerboost.com/track/d06fJ8vIKz1nAwBZmdynPHUQCC8CDmd56VlkPIv864kha6bVzyupbMhhYcmzqz_bx7SP3JMQMPd78dA_c_c?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fme%3DA35X8CRH1YFLD0%26marketplaceID%3DATVPDKIKX0DER","CN","USD"
