Program ID,Affiliate program name,Affiliate Link,Currency
18829,"Singleflirt.com","//bdt9.net/c/?si=18829&li=1810428&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18834,"Stoute-vrouwen.com","//bdt9.net/c/?si=18834&li=1810721&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18836,"Invicta Watch Europe","//bdt9.net/c/?si=18836&li=1810761&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18839,"Ensana (INT)","//bdt9.net/c/?si=18839&li=1810933&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18841,"BeLive (INT)","//bdt9.net/c/?si=18841&li=1810937&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18850,"Netlingeri (AT)","//bdt9.net/c/?si=18850&li=1811756&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
18854,"Netlingeri (FI)","//bdt9.net/c/?si=18854&li=1812185&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
18951,"Ingrid (EU)","//bdt9.net/c/?si=18951&li=1815289&wi=#MEDIA_ID#&ws=#SUB_ID#","SEK"
19006,"European Sleeper","//bdt9.net/c/?si=19006&li=1817016&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19032,"Optica Bassol (INT)","//bdt9.net/c/?si=19032&li=1817827&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19302,"5 Surveys (ES)","//jdt8.net/c/?si=19302&li=1828068&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19064,"The Trading Pit (INT)","//bdt9.net/c/?si=19064&li=1819279&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19096,"Joyland (SE)","//bdt9.net/c/?si=19096&li=1820741&wi=#MEDIA_ID#&ws=#SUB_ID#","SEK"
19097,"Joyland (NO)","//bdt9.net/c/?si=19097&li=1820742&wi=#MEDIA_ID#&ws=#SUB_ID#","SEK"
19098,"Joyland (EU)","//bdt9.net/c/?si=19098&li=1820743&wi=#MEDIA_ID#&ws=#SUB_ID#","SEK"
19181,"My Little Darling Shop (UK)","//jf79.net/c/?si=19181&li=1823632&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19182,"Min-lille-kjaere (NO)","//jf79.net/c/?si=19182&li=1823633&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19183,"Mio Piccolo Tesoro (IT)","//jf79.net/c/?si=19183&li=1823636&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19184,"Moj-Maly-Slodziak (PL)","//jf79.net/c/?si=19184&li=1823637&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19190,"Cashback.co.uk - UK (SOI)","//bdt9.net/c/?si=19190&li=1823893&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19233,"Date4you.net","//bdt9.net/c/?si=19233&li=1825078&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19246,"Manfinder.com","//bdt9.net/c/?si=19246&li=1825871&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19247,"Swipe-next.com","//bdt9.net/c/?si=19247&li=1826075&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19289,"Raval Eyewear (EU)","//bdt9.net/c/?si=19289&li=1827940&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19314,"8Wines (FR/BE-FR)","//glp8.net/c/?si=19314&li=1828443&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19315,"8Wines (NL)","//glp8.net/c/?si=19315&li=1828444&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19316,"8Wines (BE-NL)","//glp8.net/c/?si=19316&li=1828445&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19317,"8Wines (INT)","//glp8.net/c/?si=19317&li=1828446&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
20399,"SurveyPronto (US)","//jdt8.net/c/?si=20399&li=1866290&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19391,"PollPronto (UK)","//jdt8.net/c/?si=19391&li=1829161&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19408,"BuyBestGear (INT)","//glp8.net/c/?si=19408&li=1829546&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19412,"AthleticGreens (INT)","//glp8.net/c/?si=19412&li=1829785&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19426,"iPulse Panel (US) Nicotine users","//fr135.net/c/?si=19426&li=1830975&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
20194,"Pinecone Research (CA-EN)","//lt45.net/c/?si=20194&li=1861852&wi=#MEDIA_ID#&ws=#SUB_ID#","USD"
19529,"Hinomi (EU)","//glp8.net/c/?si=19529&li=1836697&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19539,"Voghion (EU)","//glp8.net/c/?si=19539&li=1837173&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19568,"Gabiona (EU)","//glp8.net/c/?si=19568&li=1838981&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19592,"Maje (FR)","//glp8.net/c/?si=19592&li=1839487&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19593,"Maje (DE)","//glp8.net/c/?si=19593&li=1839488&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19594,"Maje (UK)","//glp8.net/c/?si=19594&li=1839489&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19601,"Like ANNA (DK)","//jdt8.net/c/?si=19601&li=1839711&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
19648,"HeyCash (VN)","//jdt8.net/c/?si=19648&li=1839814&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19661,"Consumer Pulse (UK) 16-19yo Males","//glp8.net/c/?si=19661&li=1840557&wi=#MEDIA_ID#&ws=#SUB_ID#","GBP"
19662,"Phonecases 3D (EU)","//glp8.net/c/?si=19662&li=1840561&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19769,"8Wines (IT)","//glp8.net/c/?si=19769&li=1841590&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19809,"G-Portal (INT)","//explore.g-portal.com/c/?si=19809&li=1842687&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19810,"Giglio (INT)","//glp8.net/c/?si=19810&li=1842690&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19814,"Yuccs (EU)","//glp8.net/c/?si=19814&li=1842758&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19847,"Wish.com (EU)","//glp8.net/c/?si=19847&li=1845464&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19865,"iMobie (INT)","//glp8.net/c/?si=19865&li=1846411&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19875,"JM Band (DK)","//glp8.net/c/?si=19875&li=1846864&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
19877,"JM Band (SE)","//glp8.net/c/?si=19877&li=1847239&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
19878,"JM Band (NO)","//glp8.net/c/?si=19878&li=1847240&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
19883,"JM Band (EU)","//glp8.net/c/?si=19883&li=1847429&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
19884,"Made in Design (FR)","//glp8.net/c/?si=19884&li=1847438&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19885,"Made in Design (DE)","//glp8.net/c/?si=19885&li=1847486&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19886,"Made in Design (IT)","//glp8.net/c/?si=19886&li=1847487&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19887,"Made in Design (UK)","//glp8.net/c/?si=19887&li=1847488&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19899,"Intellectia (INT)","//glp8.net/c/?si=19899&li=1847752&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19927,"8Wines (PL)","//glp8.net/c/?si=19927&li=1848616&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19930,"OnePlus (EU/US/CA)","//glp8.net/c/?si=19930&li=1848660&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19932,"JM Band (UK)","//glp8.net/c/?si=19932&li=1848992&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
19933,"JM Band (CH)","//glp8.net/c/?si=19933&li=1848993&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
19945,"Saily (INT)","//glp8.net/c/?si=19945&li=1850464&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19950,"Maje (ES)","//glp8.net/c/?si=19950&li=1851162&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19968,"SumUp (EU)","//glp8.net/c/?si=19968&li=1852911&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19969,"Yuplay","//glp8.net/c/?si=19969&li=1852939&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19970,"Nannybag (INT)","//glp8.net/c/?si=19970&li=1852941&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
20008,"LaLiga ES (La Voz del Fan) Community ","//ds1.nl/c/?si=20008&li=1854498&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
20032,"Rosetta Stone (INT)","//glp8.net/c/?si=20032&li=1855733&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
20059,"HBG Unite B2B Panel (US/UK/FR/DE/ES/IT)","//glp8.net/c/?si=20059&li=1857154&wi=#MEDIA_ID#&ws=#SUB_ID#","USD"
20220,"TopSurveys (VN)","//jdt8.net/c/?si=20220&li=1862338&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
20527,"KingOpinion (Taiwan) - SOI","//jf79.net/c/?si=20527&li=1870173&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
20076,"Eastpak (EU)","//glp8.net/c/?si=20076&li=1857675&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
20078,"Skinnydip London (INT)","//glp8.net/c/?si=20078&li=1857719&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
20156,"Musso (EU)","//glp8.net/c/?si=20156&li=1860408&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
20174,"Amazon Music (INT)","//glp8.net/c/?si=20174&li=1861301&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
20264,"Yunite (UAE) DOI+profile","//glp8.net/c/?si=20264&li=1864538&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
20253,"Lifepoints (UAE_ar) - EUR","//ds1.nl/c/?si=20253&li=1863948&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
20261,"Yunite (UK) DOI+profile","//glp8.net/c/?si=20261&li=1864535&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
20286,"iPulse Panel (BE_nl) Nicotine users","//fr135.net/c/?si=20286&li=1865452&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
20396,"Opiday (Slovakia)","//glp8.net/c/?si=20396&li=1866116&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
20298,"Custard.co.uk (UK)","//bdt9.net/c/?si=20298&li=1865893&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
20397,"Printemps FR,DE,UK","//glp8.net/c/?si=20397&li=1866158&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
20417,"Xpluswear (INT)","//glp8.net/c/?si=20417&li=1866882&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
20478,"Mon Petit Chéri (FR)","//jf79.net/c/?si=20478&li=1868904&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
8233,"Meinungsplatz (DE)","//ds1.nl/c/?si=8233&li=1378777&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
9312,"Geeektech","//ds1.nl/c/?si=9312&li=1420934&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
10335,"Meinungsplatz (AT)","//ds1.nl/c/?si=10335&li=1457209&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
12148,"Espacedopinion (CH-FR)","//ds1.nl/c/?si=12148&li=1535914&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
11186,"Erovibes (BE)","//lt45.net/c/?si=11186&li=1496506&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
11454,"Erovibes (NL)","//lt45.net/c/?si=11454&li=1506022&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
11458,"Erovibes (ES)","//lt45.net/c/?si=11458&li=1506026&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
11710,"Thermae 2000","//lt45.net/c/?si=11710&li=1519100&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
11852,"Van Arendonk (NL)","//lt45.net/c/?si=11852&li=1523584&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
12256,"Bebetop (FR/BEFR)","//lt45.net/c/?si=12256&li=1538756&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
12502,"Van Arendonk (BE)","//lt45.net/c/?si=12502&li=1547856&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
12828,"Casa Doe (DACH)","//lt45.net/c/?si=12828&li=1564478&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
12889,"Pinecone Research (DE)","//lt45.net/c/?si=12889&li=1567637&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
13211,"I Amsterdam City Card","//lt45.net/c/?si=13211&li=1580048&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
13281,"DasBaby (DE)","//lt45.net/c/?si=13281&li=1583178&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
13282,"Pasionbebe (ES)","//lt45.net/c/?si=13282&li=1583179&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
13429,"Onlinehoortoestel / onlinehoergeraet (NL/DE)","//lt45.net/c/?si=13429&li=1591452&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
13453,"OpinionWorld (IN) - USD","//lt45.net/c/?si=13453&li=1593060&wi=#MEDIA_ID#&ws=#SUB_ID#","USD"
16299,"Mingle Respondi (IT)","//lt45.net/c/?si=16299&li=1699968&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
14273,"Decoratietakken","//rkn3.net/c/?si=14273&li=1613441&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
14422,"Trendfrage (DE)","//rkn3.net/c/?si=14422&li=1620280&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
14571,"Ongediertewinkel.nl","//rkn3.net/c/?si=14571&li=1627390&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
14603,"Ungeziefershop.de","//rkn3.net/c/?si=14603&li=1628855&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
14633,"OpinionWorld (BR) - USD - CP1C","//lt45.net/c/?si=14633&li=1629651&wi=#MEDIA_ID#&ws=#SUB_ID#","USD"
14804,"Degrootmeesters (NL) & Home Artworks (DE)","//rkn3.net/c/?si=14804&li=1639024&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
14812,"Curveswear","//rkn3.net/c/?si=14812&li=1639266&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
14831,"Jaggs Alarm","//rkn3.net/c/?si=14831&li=1640438&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
14906,"OpinionWorld (MY) - CP1C - USD","//lt45.net/c/?si=14906&li=1644553&wi=#MEDIA_ID#&ws=#SUB_ID#","USD"
15053,"Autodoc (NL)","//rkn3.net/c/?si=15053&li=1652789&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
15054,"Autodoc (DE)","//rkn3.net/c/?si=15054&li=1652790&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
15055,"Autodoc (FR)","//rkn3.net/c/?si=15055&li=1652791&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
15056,"Autodoc (DK)","//rkn3.net/c/?si=15056&li=1652792&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
15057,"Autodoc (NO)","//rkn3.net/c/?si=15057&li=1652793&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
15058,"Autodoc (FI)","//rkn3.net/c/?si=15058&li=1652794&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
15130,"Home-Tex (DK)","//fr135.net/c/?si=15130&li=1656534&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
15138,"Dr. Martens (EU)","//fr135.net/c/?si=15138&li=1656908&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
15270,"Fanssite","//fr135.net/c/?si=15270&li=1661460&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
15499,"Home-Tex (NO)","//fr135.net/c/?si=15499&li=1670727&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
15500,"Home-Tex (SE)","//fr135.net/c/?si=15500&li=1670728&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
15507,"Biopejs-shop (DK)","//fr135.net/c/?si=15507&li=1671032&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
15509,"El-Pejs (DK)","//fr135.net/c/?si=15509&li=1671037&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
15510,"Etanolkamin-Shop (SE)","//fr135.net/c/?si=15510&li=1671038&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
15511,"Elektrisk-Kamin (SE)","//fr135.net/c/?si=15511&li=1671041&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
15512,"Biopeiser-Shop (NO)","//fr135.net/c/?si=15512&li=1671042&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
15513,"Biotakka-Shop (FI)","//fr135.net/c/?si=15513&li=1671043&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
15514,"Bioethanol-fireplace (UK)","//fr135.net/c/?si=15514&li=1671047&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
15516,"Bioethanol-Kamin-Shop (DE)","//fr135.net/c/?si=15516&li=1671049&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
15518,"Bioethanolhaard-Shop (NL)","//fr135.net/c/?si=15518&li=1671051&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
15520,"Biokominek-Shop (PL)","//fr135.net/c/?si=15520&li=1671053&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
15521,"Bio-Cheminée (FR)","//fr135.net/c/?si=15521&li=1671054&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
15576,"Teufel (DE)","//fr135.net/c/?si=15576&li=1673016&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
15577,"Teufel (AT)","//fr135.net/c/?si=15577&li=1673017&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
15596,"Zweigedeko (DE)","//rkn3.net/c/?si=15596&li=1674271&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
16045,"DyneZonen (DK)","//fr135.net/c/?si=16045&li=1690295&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
16046,"ShopDyner (DK)","//fr135.net/c/?si=16046&li=1690296&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
16047,"Silkedyner (DK)","//fr135.net/c/?si=16047&li=1690297&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
16089,"Monki (DE)","//jf79.net/c/?si=16089&li=1692109&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
16132,"Sabon (FR)","//jf79.net/c/?si=16132&li=1693248&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
16185,"Noella Fashion (SE)","//jf79.net/c/?si=16185&li=1695079&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
16186,"Noella fashion (NL/BE)","//jf79.net/c/?si=16186&li=1695080&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
16187,"Noella Fashion (DE) (AT) (CH)","//jf79.net/c/?si=16187&li=1695081&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
16246,"Coach (EU)","//jf79.net/c/?si=16246&li=1697551&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
16462,"wunderwerk (DE/NL)","//jf79.net/c/?si=16462&li=1706928&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
16643,"YouGov Shopper (DE) Scan","//lt45.net/c/?si=16643&li=1715121&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
16804,"YouGov Shopper (DE) - Shopping Community","//lt45.net/c/?si=16804&li=1723503&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
16838,"Dierenapotheek.nl","//jf79.net/c/?si=16838&li=1725816&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
16964,"Scootworld (DK)","//jf79.net/c/?si=16964&li=1731080&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
16965,"Scootworld (SE)","//jf79.net/c/?si=16965&li=1731081&wi=#MEDIA_ID#&ws=#SUB_ID#","SEK"
16966,"Scootworld (DE)","//jf79.net/c/?si=16966&li=1731083&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
17404,"My Jewellery (BE)","//jdt8.net/c/?si=17404&li=1752357&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
17353,"DrPetcare.de","//jf79.net/c/?si=17353&li=1749992&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
17382,"Stiletto (FI)","//jdt8.net/c/?si=17382&li=1751409&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
17383,"Stilettoshop (SE)","//jdt8.net/c/?si=17383&li=1751417&wi=#MEDIA_ID#&ws=#SUB_ID#","SEK"
17429,"Fresh n' Rebel","//jdt8.net/c/?si=17429&li=1753363&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
17661,"Skolyx (SE, DK, DE)","//d.skolyx.se/c/?si=17661&li=1762777&wi=#MEDIA_ID#&ws=#SUB_ID#","SEK"
17664,"Best Petfoods (NL)","//jdt8.net/c/?si=17664&li=1763184&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
17850,"RST-lights (FI)","//jdt8.net/c/?si=17850&li=1773170&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
17943,"KaartDirect.nl (NL)","//jdt8.net/c/?si=17943&li=1776077&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
17944,"KarteDirekt.de (DE)","//jdt8.net/c/?si=17944&li=1776078&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
17946,"Woolsocks (INT)","//jdt8.net/c/?si=17946&li=1776097&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18003,"Senifone (NL)","//partners.senifone.nl/c/?si=18003&li=1779458&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18024,"RST-Steel (FI)","//jdt8.net/c/?si=18024&li=1780068&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18025,"RST-Steel (Nordics - DE)","//jdt8.net/c/?si=18025&li=1780069&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18073,"MEL Science (INT)","//bdt9.net/c/?si=18073&li=1782399&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18346,"Myka (EU)","//bdt9.net/c/?si=18346&li=1792658&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18357,"Lureaux","//bdt9.net/c/?si=18357&li=1793240&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18358,"Lureaux FR/BEFR","//bdt9.net/c/?si=18358&li=1793241&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18359,"Lureaux DE","//bdt9.net/c/?si=18359&li=1793242&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18363,"Scootworld (PL)","//jf79.net/c/?si=18363&li=1793891&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18403,"PineCone Research (DE) 18-34, 55+yo","//lt45.net/c/?si=18403&li=1795749&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18407,"HomeWizard (INT)","//partner.homewizard.com/c/?si=18407&li=1795784&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18451,"Halara (DE)","//bdt9.net/c/?si=18451&li=1797279&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18452,"Ochama (EU)","//bdt9.net/c/?si=18452&li=1797306&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18488,"Lego (EU)","//bdt9.net/c/?si=18488&li=1798470&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18538,"Erotes (FR)","//lt45.net/c/?si=18538&li=1799242&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18539,"Erovibes (DE)","//lt45.net/c/?si=18539&li=1799244&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18556,"Florastore (INT)","//bdt9.net/c/?si=18556&li=1799997&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19460,"Horizoom Panel (AT)","//bdt9.net/c/?si=19460&li=1832708&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18566,"Kaisers (DE)","//bdt9.net/c/?si=18566&li=1800447&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18585,"Senifone (DE)","//partners.senifone.de/c/?si=18585&li=1800586&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18612,"Audible (FR)","//bdt9.net/c/?si=18612&li=1801604&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18613,"Audible (DACH)","//bdt9.net/c/?si=18613&li=1801605&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18614,"Audible (ES)","//bdt9.net/c/?si=18614&li=1801607&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18615,"Audible (IT)","//bdt9.net/c/?si=18615&li=1801608&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18655,"Flink App (DE)","//bdt9.net/c/?si=18655&li=1802696&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
18925,"Bornholm Spirits (DK - SE - NO - DE)","//bdt9.net/c/?si=18925&li=1813979&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
18962,"QuieroVinos (INT)","//bdt9.net/c/?si=18962&li=1815749&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19003,"The Meatlovers (DE)","//bdt9.net/c/?si=19003&li=1817012&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19039,"Sonjas Apotek (DK - FI)","//bdt9.net/c/?si=19039&li=1818210&wi=#MEDIA_ID#&ws=#SUB_ID#","SEK"
19070,"Happy420 (DE)","//bdt9.net/c/?si=19070&li=1819568&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19169,"Best Petfoods (DE)","//jdt8.net/c/?si=19169&li=1823114&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19178,"Best Petfoods (FR)","//jdt8.net/c/?si=19178&li=1823569&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
20429,"Opinionz (AU)","//ds1.nl/c/?si=20429&li=1867599&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19197,"Workout Brands (EU)","//bdt9.net/c/?si=19197&li=1824176&wi=#MEDIA_ID#&ws=#SUB_ID#","SEK"
19236,"Tibladin (DK - DE- SE - NL - FR)","//m.tibladin.dk/c/?si=19236&li=1825143&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
19248,"Elliotti (INT)","//glp8.net/c/?si=19248&li=1826271&wi=#MEDIA_ID#&ws=#SUB_ID#","EUR"
19270,"Offgridconnection (DK)","//glp8.net/c/?si=19270&li=1827134&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
19271,"Offgridconnection (SE)","//glp8.net/c/?si=19271&li=1827135&wi=#MEDIA_ID#&ws=#SUB_ID#","DKK"
